"gene","filtered_output2_260_WT_1_B2","filtered_output2_985_SOCS3_1_B2","filtered_output2_Tube1_SOCS3_2_B1","filtered_output2_Tube2_SOCS3_3_B1","filtered_output2_Tube3_WT_2_B1","filtered_output2_Tube4_WT_3_B1"
"ENSMUSG00000055044",103,163,20,103,85,38
"ENSMUSG00000055053",407,451,445,415,307,263
"ENSMUSG00000055065",812,906,1097,744,765,806
"ENSMUSG00000055067",300,529,64,262,150,122
"ENSMUSG00000055069",195,292,231,304,289,284
"ENSMUSG00000055078",0,0,0,0,1,0
"ENSMUSG00000055088",0,0,0,0,0,0
"ENSMUSG00000055095",0,0,0,0,0,0
"ENSMUSG00000055102",18,10,6,6,0,0
"ENSMUSG00000055109",0,0,0,0,0,0
"ENSMUSG00000055114",202,249,449,397,303,317
"ENSMUSG00000055116",520,765,814,861,986,914
"ENSMUSG00000055128",169,254,191,370,349,297
"ENSMUSG00000055137",58,79,35,33,30,20
"ENSMUSG00000055148",11,41,1,11,4,0
"ENSMUSG00000055150",81,57,58,55,63,53
"ENSMUSG00000055170",0,0,0,0,0,0
"ENSMUSG00000055172",137,203,151,122,75,135
"ENSMUSG00000055177",0,0,0,0,0,0
"ENSMUSG00000055184",185,359,26,111,97,58
"ENSMUSG00000055193",11,18,6,12,15,0
"ENSMUSG00000055194",0,9,0,4,8,0
"ENSMUSG00000055197",0,0,0,0,0,0
"ENSMUSG00000055200",514,530,545,579,385,492
"ENSMUSG00000055202",88,83,86,67,76,86
"ENSMUSG00000055204",8,0,0,6,0,5
"ENSMUSG00000055210",0,0,0,0,0,0
"ENSMUSG00000055214",11,15,7,1,8,1
"ENSMUSG00000055228",0,0,0,0,0,0
"ENSMUSG00000055235",226,410,67,210,111,141
"ENSMUSG00000055239",170,195,48,113,64,70
"ENSMUSG00000055240",6224,6753,6714,5159,4348,5650
"ENSMUSG00000055254",4,27,4,14,26,3
"ENSMUSG00000055296",5405,5527,5345,5024,4511,5061
"ENSMUSG00000055298",0,0,0,0,0,0
"ENSMUSG00000055301",1280,1500,1318,1253,1041,1096
"ENSMUSG00000055302",3,2,0,6,2,12
"ENSMUSG00000055305",0,0,0,0,0,0
"ENSMUSG00000055312",0,0,0,0,0,0
"ENSMUSG00000055313",0,0,0,0,0,0
"ENSMUSG00000055319",1007,1131,1293,1214,949,859
"ENSMUSG00000055320",336,560,112,369,338,153
"ENSMUSG00000055322",2666,4960,3813,4418,4465,2780
"ENSMUSG00000055333",142,304,297,289,437,462
"ENSMUSG00000055334",202,522,449,795,656,517
"ENSMUSG00000055341",312,303,417,387,268,414
"ENSMUSG00000055357",0,0,0,0,0,0
"ENSMUSG00000055360",448,721,1014,1082,674,517
"ENSMUSG00000055368",1,21,0,0,0,0
"ENSMUSG00000055371",19,7,5,4,16,0
"ENSMUSG00000055373",2,10,0,0,14,4
"ENSMUSG00000055385",0,1,4,0,1,0
"ENSMUSG00000055401",0,0,0,0,0,0
"ENSMUSG00000055407",1321,1515,454,1014,798,463
"ENSMUSG00000055409",29,33,11,15,16,8
"ENSMUSG00000055413",0,0,0,0,0,0
"ENSMUSG00000055415",0,0,0,0,0,0
"ENSMUSG00000055421",5,12,12,15,3,4
"ENSMUSG00000055430",76,90,14,33,33,18
"ENSMUSG00000055435",11,3,0,0,5,0
"ENSMUSG00000055436",0,4,0,1,0,0
"ENSMUSG00000055447",48,67,28,36,58,26
"ENSMUSG00000055471",14,8,1,8,6,0
"ENSMUSG00000055480",51,47,27,24,36,20
"ENSMUSG00000055485",2453,2362,2475,2003,1713,1942
"ENSMUSG00000055489",0,0,0,0,0,0
"ENSMUSG00000055491",388,554,338,419,478,290
"ENSMUSG00000055493",13,62,14,16,31,8
"ENSMUSG00000055515",4,5,0,0,0,0
"ENSMUSG00000055523",13,5,0,7,2,0
"ENSMUSG00000055531",16,13,15,6,6,10
"ENSMUSG00000055538",2153,3204,3717,3431,4226,3784
"ENSMUSG00000055540",89,102,49,78,101,17
"ENSMUSG00000055541",2657,3290,3243,3287,2533,2927
"ENSMUSG00000055546",56,10,37,24,27,24
"ENSMUSG00000055547",2,9,11,11,6,6
"ENSMUSG00000055553",1,0,0,0,3,0
"ENSMUSG00000055555",0,2,0,0,0,0
"ENSMUSG00000055560",3,1,8,0,4,4
"ENSMUSG00000055561",0,0,0,0,0,0
"ENSMUSG00000055567",1806,2545,1074,1388,1084,1027
"ENSMUSG00000055571",0,0,0,0,0,0
"ENSMUSG00000055594",0,0,0,0,0,0
"ENSMUSG00000055602",0,0,0,0,0,0
"ENSMUSG00000055609",188,173,221,220,144,222
"ENSMUSG00000055610",0,0,0,0,0,0
"ENSMUSG00000055612",431,626,159,293,210,144
"ENSMUSG00000055629",0,0,0,0,0,0
"ENSMUSG00000055632",327,681,823,925,534,416
"ENSMUSG00000055633",14,15,22,15,0,13
"ENSMUSG00000055639",487,803,213,566,307,120
"ENSMUSG00000055643",0,0,0,0,0,0
"ENSMUSG00000055652",144,256,43,147,116,43
"ENSMUSG00000055653",2,0,0,11,1,0
"ENSMUSG00000055660",0,0,0,0,0,0
"ENSMUSG00000055670",3083,3589,2612,2495,2439,2315
"ENSMUSG00000055675",10,6,3,0,0,0
"ENSMUSG00000055679",0,0,0,0,0,0
"ENSMUSG00000055681",4414,4162,8610,6826,4731,5072
"ENSMUSG00000055691",286,370,55,125,119,112
"ENSMUSG00000055692",1032,926,1056,789,736,794
"ENSMUSG00000055707",51,70,77,33,47,35
"ENSMUSG00000055717",4,4,0,0,0,0
"ENSMUSG00000055720",228,236,78,101,125,46
"ENSMUSG00000055723",0,0,0,0,0,4
"ENSMUSG00000055725",0,0,0,0,0,0
"ENSMUSG00000055730",534,1488,1417,1462,1541,901
"ENSMUSG00000055733",0,0,0,0,0,0
"ENSMUSG00000055737",513,939,263,639,538,613
"ENSMUSG00000055745",7,7,0,0,5,9
"ENSMUSG00000055746",0,0,0,0,0,0
"ENSMUSG00000055748",0,0,0,0,0,0
"ENSMUSG00000055760",5,8,15,10,3,11
"ENSMUSG00000055761",0,0,0,0,0,0
"ENSMUSG00000055762",494,713,176,293,253,197
"ENSMUSG00000055775",0,0,12,3,4,20
"ENSMUSG00000055780",1122,1132,1159,989,924,1264
"ENSMUSG00000055782",13,84,5,45,50,9
"ENSMUSG00000055789",57,119,46,44,75,20
"ENSMUSG00000055799",2896,2844,4887,3607,3261,3924
"ENSMUSG00000055805",168,192,225,189,243,231
"ENSMUSG00000055809",78,96,156,64,95,48
"ENSMUSG00000055811",0,0,0,0,0,0
"ENSMUSG00000055817",297,499,241,161,160,157
"ENSMUSG00000055820",0,0,0,0,0,0
"ENSMUSG00000055826",0,0,0,0,0,0
"ENSMUSG00000055827",0,0,0,0,0,0
"ENSMUSG00000055835",0,0,0,0,0,0
"ENSMUSG00000055838",0,0,0,0,0,0
"ENSMUSG00000055839",103,72,154,150,75,76
"ENSMUSG00000055850",443,506,741,420,476,524
"ENSMUSG00000055862",39,47,50,41,37,63
"ENSMUSG00000055865",14,19,11,5,12,37
"ENSMUSG00000055866",348,363,398,298,358,269
"ENSMUSG00000055874",0,0,0,0,0,0
"ENSMUSG00000055882",0,0,0,0,0,0
"ENSMUSG00000055884",1132,1451,1236,756,806,883
"ENSMUSG00000055891",0,0,0,0,0,0
"ENSMUSG00000055895",56,50,18,31,28,30
"ENSMUSG00000055900",42,95,22,93,45,19
"ENSMUSG00000055912",260,231,197,164,186,87
"ENSMUSG00000055917",475,711,282,400,373,281
"ENSMUSG00000055923",8,4,0,0,5,0
"ENSMUSG00000055926",0,0,0,0,0,0
"ENSMUSG00000055932",2,23,0,0,0,6
"ENSMUSG00000055933",0,0,0,0,0,1
"ENSMUSG00000055937",1,0,0,0,0,0
"ENSMUSG00000055942",0,0,0,0,0,0
"ENSMUSG00000055943",1552,2189,278,656,613,551
"ENSMUSG00000055945",5,57,20,94,60,24
"ENSMUSG00000055960",1,0,0,1,0,0
"ENSMUSG00000055963",57,93,143,119,140,99
"ENSMUSG00000055971",27,5,10,19,15,4
"ENSMUSG00000055976",0,3,0,0,0,0
"ENSMUSG00000055978",159,193,146,153,149,99
"ENSMUSG00000055980",164,267,23,206,137,105
"ENSMUSG00000055991",1585,1498,1906,1232,1266,1374
"ENSMUSG00000055994",0,0,0,0,0,0
"ENSMUSG00000056004",7,23,39,13,11,11
"ENSMUSG00000056014",139,212,142,181,86,121
"ENSMUSG00000056018",0,0,0,0,0,0
"ENSMUSG00000056019",3,0,4,3,11,7
"ENSMUSG00000056025",255,302,397,438,274,211
"ENSMUSG00000056035",0,0,0,0,0,0
"ENSMUSG00000056043",167,213,143,164,133,108
"ENSMUSG00000056050",313,406,252,327,295,226
"ENSMUSG00000056054",0,0,0,0,4,0
"ENSMUSG00000056055",664,782,462,495,457,353
"ENSMUSG00000056069",2442,2134,2679,1995,1545,1915
"ENSMUSG00000056071",11,14,3,0,9,3
"ENSMUSG00000056073",8,8,5,0,1,1
"ENSMUSG00000056076",1416,1567,2731,1988,1535,2069
"ENSMUSG00000056078",1,1,0,0,0,0
"ENSMUSG00000056091",481,578,145,266,226,175
"ENSMUSG00000056115",0,0,0,0,0,0
"ENSMUSG00000056116",0,0,0,0,0,0
"ENSMUSG00000056121",674,874,370,508,446,381
"ENSMUSG00000056124",1504,1588,1868,1504,1423,1504
"ENSMUSG00000056130",21,5,3,5,7,0
"ENSMUSG00000056131",23,34,7,11,7,12
"ENSMUSG00000056133",0,5,0,0,1,0
"ENSMUSG00000056144",0,0,0,0,0,0
"ENSMUSG00000056148",687,1226,917,1125,1182,847
"ENSMUSG00000056153",789,797,931,806,821,827
"ENSMUSG00000056155",330,216,221,80,93,153
"ENSMUSG00000056158",0,4,0,0,0,0
"ENSMUSG00000056162",527,468,974,700,705,826
"ENSMUSG00000056167",761,967,1143,1137,704,827
"ENSMUSG00000056174",1142,1087,1553,1323,1125,1238
"ENSMUSG00000056184",0,0,0,0,0,0
"ENSMUSG00000056185",62,86,9,37,2,12
"ENSMUSG00000056197",10,15,4,5,5,4
"ENSMUSG00000056201",18,34,9,0,0,21
"ENSMUSG00000056203",28,82,17,51,26,12
"ENSMUSG00000056204",0,0,0,0,0,0
"ENSMUSG00000056209",0,4,0,0,0,0
"ENSMUSG00000056211",2124,2518,1190,1430,1262,1261
"ENSMUSG00000056214",26,14,9,22,25,17
"ENSMUSG00000056215",7,9,13,7,12,0
"ENSMUSG00000056216",15,9,44,16,5,44
"ENSMUSG00000056220",5,2,4,5,6,0
"ENSMUSG00000056222",7,14,2,1,7,9
"ENSMUSG00000056223",1498,1569,1847,1530,1360,1693
"ENSMUSG00000056228",93,116,97,149,138,103
"ENSMUSG00000056234",0,1,0,0,0,0
"ENSMUSG00000056258",1404,1367,1266,1498,1274,1388
"ENSMUSG00000056260",0,4,0,5,1,0
"ENSMUSG00000056267",185,263,87,100,85,115
"ENSMUSG00000056268",1848,2377,915,1150,1177,992
"ENSMUSG00000056270",0,0,0,0,0,0
"ENSMUSG00000056271",89,101,70,103,84,68
"ENSMUSG00000056281",6,17,0,14,12,10
"ENSMUSG00000056290",224,197,50,93,49,86
"ENSMUSG00000056293",0,0,0,0,1,0
"ENSMUSG00000056296",0,0,0,0,0,0
"ENSMUSG00000056300",6,7,2,4,0,7
"ENSMUSG00000056305",82,73,28,34,34,36
"ENSMUSG00000056306",268,248,296,255,328,218
"ENSMUSG00000056310",233,264,154,154,158,180
"ENSMUSG00000056313",0,0,0,3,9,0
"ENSMUSG00000056328",16,4,11,3,0,0
"ENSMUSG00000056342",3162,3921,2226,2891,2571,2198
"ENSMUSG00000056350",0,0,0,0,0,0
"ENSMUSG00000056367",8,49,3,15,10,12
"ENSMUSG00000056370",0,0,0,0,0,0
"ENSMUSG00000056379",14,19,39,13,42,9
"ENSMUSG00000056380",0,0,0,0,0,0
"ENSMUSG00000056383",1,0,0,0,0,0
"ENSMUSG00000056394",4350,4461,7171,5423,4919,5959
"ENSMUSG00000056399",0,0,0,0,1,0
"ENSMUSG00000056413",350,533,183,172,123,111
"ENSMUSG00000056423",0,0,0,0,0,0
"ENSMUSG00000056426",147,140,116,138,121,119
"ENSMUSG00000056427",120,217,45,213,123,43
"ENSMUSG00000056429",164,157,85,136,99,89
"ENSMUSG00000056436",0,6,0,0,0,0
"ENSMUSG00000056457",73,55,18,62,63,71
"ENSMUSG00000056458",508,618,172,318,242,221
"ENSMUSG00000056459",378,332,309,310,276,313
"ENSMUSG00000056476",395,567,327,382,278,278
"ENSMUSG00000056481",25,41,73,35,39,74
"ENSMUSG00000056486",1034,1332,400,948,678,499
"ENSMUSG00000056487",70,124,33,78,33,47
"ENSMUSG00000056492",29,119,60,56,75,37
"ENSMUSG00000056493",522,609,208,248,286,138
"ENSMUSG00000056494",8,14,9,0,4,0
"ENSMUSG00000056498",7,43,10,3,7,13
"ENSMUSG00000056501",16,4,0,0,8,11
"ENSMUSG00000056508",1192,1153,1279,1172,1037,1245
"ENSMUSG00000056509",14,24,25,17,17,9
"ENSMUSG00000056515",1030,1056,1244,957,860,999
"ENSMUSG00000056529",663,587,928,677,689,619
"ENSMUSG00000056531",69,121,55,77,84,67
"ENSMUSG00000056536",588,870,223,358,339,200
"ENSMUSG00000056537",0,0,0,1,0,0
"ENSMUSG00000056544",20,11,28,15,10,16
"ENSMUSG00000056553",43,52,48,12,22,11
"ENSMUSG00000056564",0,0,0,2,0,0
"ENSMUSG00000056569",7,4,7,0,7,0
"ENSMUSG00000056579",0,0,2,0,0,0
"ENSMUSG00000056586",31,30,9,14,14,17
"ENSMUSG00000056592",0,0,0,0,0,0
"ENSMUSG00000056596",4,18,13,14,1,0
"ENSMUSG00000056598",351,437,356,484,492,356
"ENSMUSG00000056600",0,0,0,0,0,0
"ENSMUSG00000056602",2110,2878,1040,1608,1266,1329
"ENSMUSG00000056605",0,0,0,0,0,0
"ENSMUSG00000056608",363,726,109,443,311,166
"ENSMUSG00000056612",241,419,442,370,299,286
"ENSMUSG00000056617",480,563,638,562,526,627
"ENSMUSG00000056629",319,369,400,305,300,260
"ENSMUSG00000056632",9,27,12,29,5,7
"ENSMUSG00000056643",1,4,9,11,0,0
"ENSMUSG00000056648",0,0,0,0,0,0
"ENSMUSG00000056656",278,229,131,60,55,94
"ENSMUSG00000056665",1,0,0,0,0,0
"ENSMUSG00000056666",182,183,139,141,131,189
"ENSMUSG00000056671",0,0,1,1,0,0
"ENSMUSG00000056673",0,0,0,0,0,0
"ENSMUSG00000056679",0,4,0,0,0,0
"ENSMUSG00000056692",766,837,608,598,517,432
"ENSMUSG00000056696",0,0,0,0,0,0
"ENSMUSG00000056698",210,281,208,305,225,151
"ENSMUSG00000056706",0,0,0,0,0,0
"ENSMUSG00000056708",0,3,0,0,0,0
"ENSMUSG00000056718",54,34,14,17,21,10
"ENSMUSG00000056724",891,954,261,405,383,224
"ENSMUSG00000056728",5,3,1,0,1,1
"ENSMUSG00000056737",8,17,0,1,5,6
"ENSMUSG00000056749",9,12,54,58,35,77
"ENSMUSG00000056752",732,967,310,652,492,483
"ENSMUSG00000056755",0,0,0,9,0,0
"ENSMUSG00000056758",664,975,457,673,526,386
"ENSMUSG00000056763",4992,5569,5606,4829,3920,4903
"ENSMUSG00000056770",246,249,139,231,148,118
"ENSMUSG00000056782",7,4,0,0,0,0
"ENSMUSG00000056812",0,7,0,0,0,0
"ENSMUSG00000056820",27,34,22,19,7,6
"ENSMUSG00000056822",82,152,26,54,29,29
"ENSMUSG00000056824",3,9,0,7,1,0
"ENSMUSG00000056829",0,0,0,0,0,0
"ENSMUSG00000056832",8,24,9,19,30,24
"ENSMUSG00000056851",30,37,32,34,19,15
"ENSMUSG00000056853",133,161,134,130,133,167
"ENSMUSG00000056854",0,0,0,0,0,0
"ENSMUSG00000056856",1,0,0,0,0,0
"ENSMUSG00000056858",0,0,0,0,0,0
"ENSMUSG00000056863",686,603,263,146,233,398
"ENSMUSG00000056870",68,105,65,63,45,49
"ENSMUSG00000056880",0,0,0,0,0,0
"ENSMUSG00000056883",1,17,11,0,9,6
"ENSMUSG00000056885",2,0,0,0,0,0
"ENSMUSG00000056888",0,0,0,3,0,0
"ENSMUSG00000056895",0,0,0,0,0,0
"ENSMUSG00000056899",44,88,9,27,29,14
"ENSMUSG00000056900",14,22,13,10,28,18
"ENSMUSG00000056901",0,0,0,0,0,0
"ENSMUSG00000056910",0,0,0,0,0,0
"ENSMUSG00000056912",133,130,225,172,163,209
"ENSMUSG00000056917",2273,2622,2504,1842,1676,1891
"ENSMUSG00000056919",359,484,223,252,198,178
"ENSMUSG00000056921",0,0,0,0,0,0
"ENSMUSG00000056926",0,0,0,0,0,0
"ENSMUSG00000056938",540,609,684,656,559,544
"ENSMUSG00000056941",157,342,21,104,73,32
"ENSMUSG00000056946",0,0,0,0,0,0
"ENSMUSG00000056947",3,4,0,17,4,5
"ENSMUSG00000056952",944,906,551,701,674,526
"ENSMUSG00000056959",0,0,0,0,0,0
"ENSMUSG00000056961",0,0,0,0,0,0
"ENSMUSG00000056962",0,0,0,7,0,0
"ENSMUSG00000056966",14,0,0,19,9,22
"ENSMUSG00000056972",0,7,0,21,1,3
"ENSMUSG00000056973",90,60,53,63,52,53
"ENSMUSG00000056978",13,9,1,5,2,0
"ENSMUSG00000056987",207,211,55,205,201,112
"ENSMUSG00000056995",0,0,0,0,0,0
"ENSMUSG00000056999",2034,1747,1790,1968,1213,1995
"ENSMUSG00000057000",253,292,231,225,176,251
"ENSMUSG00000057003",0,0,0,0,0,0
"ENSMUSG00000057021",0,0,0,0,0,0
"ENSMUSG00000057037",344,430,293,211,213,274
"ENSMUSG00000057050",0,0,0,0,0,0
"ENSMUSG00000057054",109,115,14,58,35,24
"ENSMUSG00000057058",388,201,10,50,60,39
"ENSMUSG00000057060",44,126,27,63,45,27
"ENSMUSG00000057067",0,0,0,0,0,0
"ENSMUSG00000057068",29,128,8,25,12,13
"ENSMUSG00000057069",2637,3314,2871,3580,2541,2189
"ENSMUSG00000057072",38,24,8,11,5,1
"ENSMUSG00000057074",501,553,599,360,490,553
"ENSMUSG00000057092",0,16,0,4,0,1
"ENSMUSG00000057093",6,5,0,3,8,1
"ENSMUSG00000057098",1248,1656,308,602,663,455
"ENSMUSG00000057101",0,0,0,0,0,0
"ENSMUSG00000057103",0,0,0,0,0,0
"ENSMUSG00000057110",48,29,12,21,15,26
"ENSMUSG00000057113",12,36,14,43,31,14
"ENSMUSG00000057116",55,78,105,117,54,38
"ENSMUSG00000057123",6,16,4,8,0,0
"ENSMUSG00000057130",430,639,307,364,417,153
"ENSMUSG00000057132",0,4,0,0,0,0
"ENSMUSG00000057133",748,1119,512,710,767,370
"ENSMUSG00000057134",1,3,0,0,0,0
"ENSMUSG00000057135",571,620,580,670,609,514
"ENSMUSG00000057137",19,34,9,36,19,4
"ENSMUSG00000057143",0,0,0,0,0,0
"ENSMUSG00000057147",5,3,0,0,1,2
"ENSMUSG00000057149",0,0,0,0,0,0
"ENSMUSG00000057156",486,519,565,475,451,579
"ENSMUSG00000057163",0,0,0,0,0,0
"ENSMUSG00000057170",0,0,0,0,0,0
"ENSMUSG00000057173",9,12,7,10,4,5
"ENSMUSG00000057174",0,0,0,0,0,0
"ENSMUSG00000057176",43,30,18,26,21,41
"ENSMUSG00000057177",29,50,19,32,10,0
"ENSMUSG00000057179",911,914,1082,797,815,764
"ENSMUSG00000057181",858,904,934,1024,765,567
"ENSMUSG00000057182",26,15,7,9,11,12
"ENSMUSG00000057191",398,575,151,251,201,150
"ENSMUSG00000057193",181,179,192,119,101,116
"ENSMUSG00000057195",0,0,0,0,0,0
"ENSMUSG00000057203",282,201,153,117,164,79
"ENSMUSG00000057207",0,1,0,0,0,0
"ENSMUSG00000057219",29,15,47,16,26,15
"ENSMUSG00000057228",232,227,120,63,96,115
"ENSMUSG00000057229",48,48,0,22,29,9
"ENSMUSG00000057230",2094,2348,1067,1237,1275,920
"ENSMUSG00000057234",0,1,0,9,0,6
"ENSMUSG00000057236",645,840,1237,1392,1029,917
"ENSMUSG00000057240",0,0,0,0,0,0
"ENSMUSG00000057246",1813,2818,2469,2337,2388,1721
"ENSMUSG00000057265",408,572,97,358,370,219
"ENSMUSG00000057270",0,3,0,0,1,0
"ENSMUSG00000057278",0,0,0,2,1,3
"ENSMUSG00000057280",48,105,131,174,97,94
"ENSMUSG00000057286",302,384,171,231,192,100
"ENSMUSG00000057315",194,208,26,90,47,60
"ENSMUSG00000057321",0,0,0,0,0,0
"ENSMUSG00000057322",0,0,0,0,0,0
"ENSMUSG00000057329",359,487,38,231,86,108
"ENSMUSG00000057335",0,0,0,0,0,0
"ENSMUSG00000057337",98,183,55,64,55,55
"ENSMUSG00000057342",4,2,1,3,4,0
"ENSMUSG00000057346",236,655,142,399,404,183
"ENSMUSG00000057349",0,2,0,0,0,0
"ENSMUSG00000057363",191,217,39,112,104,68
"ENSMUSG00000057367",3156,2983,3541,2625,2695,2571
"ENSMUSG00000057375",3171,3207,4541,3755,4023,4503
"ENSMUSG00000057378",504,654,332,525,489,357
"ENSMUSG00000057381",0,0,0,0,0,0
"ENSMUSG00000057388",35,30,16,33,48,16
"ENSMUSG00000057396",4,7,1,5,2,12
"ENSMUSG00000057400",63,101,49,71,35,5
"ENSMUSG00000057402",0,0,0,0,0,0
"ENSMUSG00000057406",178,162,142,87,99,138
"ENSMUSG00000057409",61,57,39,19,46,43
"ENSMUSG00000057411",32,26,10,44,11,13
"ENSMUSG00000057417",218,276,90,126,142,54
"ENSMUSG00000057421",17,13,0,12,20,19
"ENSMUSG00000057424",0,2,0,0,0,1
"ENSMUSG00000057425",0,4,5,2,1,0
"ENSMUSG00000057439",0,0,0,0,0,0
"ENSMUSG00000057440",5370,7457,3412,5891,4125,3468
"ENSMUSG00000057443",0,0,0,0,0,0
"ENSMUSG00000057444",0,0,0,0,0,0
"ENSMUSG00000057446",0,0,0,0,0,0
"ENSMUSG00000057447",4,5,1,2,1,1
"ENSMUSG00000057454",0,0,0,0,0,0
"ENSMUSG00000057455",0,0,0,1,0,0
"ENSMUSG00000057457",1,6,0,15,0,0
"ENSMUSG00000057461",0,0,0,0,0,0
"ENSMUSG00000057464",0,0,1,1,0,0
"ENSMUSG00000057465",5,1,5,16,6,0
"ENSMUSG00000057469",20,16,11,9,12,6
"ENSMUSG00000057497",0,1,0,0,0,0
"ENSMUSG00000057503",1,1,0,1,1,1
"ENSMUSG00000057506",187,177,173,152,81,139
"ENSMUSG00000057513",0,0,0,0,0,0
"ENSMUSG00000057522",767,751,620,385,413,512
"ENSMUSG00000057530",148,249,56,114,97,84
"ENSMUSG00000057531",47,42,35,13,4,10
"ENSMUSG00000057534",16,25,20,25,13,32
"ENSMUSG00000057540",0,0,0,0,0,0
"ENSMUSG00000057541",1056,1253,1157,812,867,756
"ENSMUSG00000057551",0,0,0,0,0,0
"ENSMUSG00000057554",558,636,413,556,571,636
"ENSMUSG00000057561",1691,1934,1780,1506,1363,1540
"ENSMUSG00000057564",0,0,0,0,0,0
"ENSMUSG00000057572",26,102,27,86,25,10
"ENSMUSG00000057592",0,0,0,0,0,0
"ENSMUSG00000057594",84,28,6,24,20,25
"ENSMUSG00000057596",4,2,1,1,0,3
"ENSMUSG00000057604",52,49,11,49,40,9
"ENSMUSG00000057606",463,431,531,498,444,431
"ENSMUSG00000057609",0,0,0,1,1,1
"ENSMUSG00000057614",0,0,0,0,0,0
"ENSMUSG00000057615",0,0,0,0,0,0
"ENSMUSG00000057637",1,1,0,0,0,2
"ENSMUSG00000057649",1,0,0,0,0,0
"ENSMUSG00000057650",0,0,0,0,0,0
"ENSMUSG00000057654",0,0,0,0,0,0
"ENSMUSG00000057666",672,815,1091,863,644,594
"ENSMUSG00000057667",235,223,206,187,138,88
"ENSMUSG00000057672",9,24,8,37,11,0
"ENSMUSG00000057674",0,0,0,0,0,0
"ENSMUSG00000057691",1076,959,978,852,809,999
"ENSMUSG00000057697",0,0,0,0,0,0
"ENSMUSG00000057699",0,0,0,0,0,0
"ENSMUSG00000057706",34,47,7,22,61,12
"ENSMUSG00000057715",0,0,1,0,0,0
"ENSMUSG00000057716",0,1,0,29,11,0
"ENSMUSG00000057719",735,827,866,844,663,831
"ENSMUSG00000057722",189,184,110,127,132,110
"ENSMUSG00000057723",0,0,0,0,0,0
"ENSMUSG00000057726",1,0,0,0,0,1
"ENSMUSG00000057729",12,10,10,0,9,0
"ENSMUSG00000057735",0,0,0,1,0,0
"ENSMUSG00000057738",2587,3131,3375,2797,2779,3009
"ENSMUSG00000057751",42,63,56,26,37,22
"ENSMUSG00000057754",0,0,0,0,0,0
"ENSMUSG00000057761",1,2,0,1,2,1
"ENSMUSG00000057762",0,8,0,0,0,2
"ENSMUSG00000057766",17,10,8,11,29,10
"ENSMUSG00000057770",3,7,0,0,0,0
"ENSMUSG00000057777",54,77,6,30,23,18
"ENSMUSG00000057778",1168,1338,1741,1567,1309,1655
"ENSMUSG00000057788",82,33,60,48,60,48
"ENSMUSG00000057789",13,9,0,1,0,0
"ENSMUSG00000057801",0,1,0,0,0,0
"ENSMUSG00000057805",0,0,0,0,0,0
"ENSMUSG00000057816",4,5,11,10,18,0
"ENSMUSG00000057817",1,4,0,22,3,5
"ENSMUSG00000057835",223,193,264,194,143,179
"ENSMUSG00000057836",1,0,1,0,0,0
"ENSMUSG00000057841",30,32,16,28,23,6
"ENSMUSG00000057842",11,17,20,18,17,20
"ENSMUSG00000057855",0,0,0,0,0,0
"ENSMUSG00000057858",401,460,213,373,318,222
"ENSMUSG00000057863",33,16,8,8,14,0
"ENSMUSG00000057880",1,5,1,0,0,0
"ENSMUSG00000057890",0,0,0,0,0,0
"ENSMUSG00000057894",19,18,8,9,8,4
"ENSMUSG00000057895",0,0,0,0,0,0
"ENSMUSG00000057897",593,846,745,724,664,749
"ENSMUSG00000057899",557,893,278,366,266,265
"ENSMUSG00000057903",5,6,0,2,0,3
"ENSMUSG00000057914",242,343,291,261,226,248
"ENSMUSG00000057933",0,0,0,0,0,0
"ENSMUSG00000057948",1097,1133,1105,1080,887,1186
"ENSMUSG00000057963",81,112,26,39,20,36
"ENSMUSG00000057967",4,6,0,3,11,11
"ENSMUSG00000057969",4,8,0,6,0,0
"ENSMUSG00000057977",0,0,0,0,0,0
"ENSMUSG00000057981",0,0,0,0,0,0
"ENSMUSG00000057982",7,14,0,0,12,0
"ENSMUSG00000057997",0,2,0,0,0,0
"ENSMUSG00000058005",0,0,0,0,0,0
"ENSMUSG00000058006",7208,6556,7440,7514,5424,4452
"ENSMUSG00000058013",0,15,9,0,1,6
"ENSMUSG00000058014",1,0,0,0,0,0
"ENSMUSG00000058017",0,0,0,0,0,0
"ENSMUSG00000058019",174,239,58,89,109,82
"ENSMUSG00000058022",14,27,25,20,35,2
"ENSMUSG00000058028",0,0,0,0,0,0
"ENSMUSG00000058030",96,115,35,45,35,41
"ENSMUSG00000058046",1,6,5,1,3,0
"ENSMUSG00000058052",6,10,1,9,16,8
"ENSMUSG00000058056",424,468,184,202,153,109
"ENSMUSG00000058057",348,491,199,273,272,296
"ENSMUSG00000058063",0,2,6,0,0,0
"ENSMUSG00000058070",224,317,154,218,144,167
"ENSMUSG00000058071",0,0,0,0,0,0
"ENSMUSG00000058076",77,132,46,31,78,22
"ENSMUSG00000058084",0,0,0,0,0,0
"ENSMUSG00000058093",21,15,0,7,0,0
"ENSMUSG00000058099",1195,1660,350,941,614,483
"ENSMUSG00000058114",0,0,0,0,0,0
"ENSMUSG00000058119",0,0,0,0,0,0
"ENSMUSG00000058124",0,0,0,0,0,0
"ENSMUSG00000058126",0,0,0,0,0,0
"ENSMUSG00000058132",0,0,0,0,0,0
"ENSMUSG00000058135",0,0,0,0,0,0
